Unique No,Scheme Code,RTA Scheme Code,AMC Scheme Code,ISIN,AMC Code,Scheme Type,Scheme Plan,Scheme Name,Purchase Allowed,Purchase Transaction mode,Minimum Purchase Amount,Additional Purchase Amount,Maximum Purchase Amount,Purchase Amount Multiplier,Purchase Cutoff Time,Redemption Allowed,Redemption Transaction Mode,Minimum Redemption Qty,Redemption Qty Multiplier,Maximum Redemption Qty,Redemption Amount - Minimum,Redemption Amount â Maximum,Redemption Amount Multiple,Redemption Cut off Time,RTA Agent Code,AMC Active Flag,Dividend Reinvestment Flag,SIP FLAG,STP FLAG,SWP Flag,Switch FLAG,SETTLEMENT TYPE,AMC_IND,Face Value,Start Date,End Date,Exit Load Flag,Exit Load,Lock-in Period Flag,Lock-in Period,Channel Partner Code,ReOpening Date,Unnamed: 43
7181,CMDQ-DP,CMDQ,CMDQD,INF846K01DG7,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS GILT FUND - DIRECT PLAN - REGULAR IDCW PAYOUT,Y,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128CMDQ,,
19019,CMDQ-DP-L1,CMDQ,CMDQD,INF846K01DG7,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS GILT FUND - DIRECT PLAN - REGULAR IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128CMDQ,,
7182,CMDQ-DR,CMDQ,CMDQR,INF846K01DH5,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS GILT FUND - DIRECT PLAN - REGULAR IDCW REINVESTMENT,Y,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128CMDQ,,
19020,CMDQ-DR-L1,CMDQ,CMDQR,INF846K01DH5,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS GILT FUND - DIRECT PLAN - REGULAR IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128CMDQ,,
9297,CMRB-GR,CMRB,CMRBB,INF846K01NK8,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS GILT FUND - REGULAR - BONUS OPTION,N,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,N,N,Y,Y,T1,,10.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128CMRB,,
9298,CMRB-GR-L1,CMRB,CMRBB,INF846K01NK8,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS GILT FUND - REGULAR - BONUS OPTION,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,N,N,N,N,L1,,10.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128CMRB,,
7183,DBDG-GR,DBDG,DBDGG,INF846K01DI3,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - GROWTH PLAN,Y,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDG,,
19021,DBDG-GR-L1,DBDG,DBDGG,INF846K01DI3,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - GROWTH PLAN,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDG,,
7184,DBDH-DP,DBDH,DBDHD,INF846K01DJ1,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT,Y,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDH,,
19022,DBDH-DP-L1,DBDH,DBDHD,INF846K01DJ1,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDH,,
7185,DBDH-DR,DBDH,DBDHR,INF846K01DK9,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - HALF YEARLY IDCW REINVESTMENT,Y,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDH,,
19023,DBDH-DR-L1,DBDH,DBDHR,INF846K01DK9,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - HALF YEARLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDH,,
7186,DBDQ-DP,DBDQ,DBDQD,INF846K01DL7,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT,Y,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDQ,,
19024,DBDQ-DP-L1,DBDQ,DBDQD,INF846K01DL7,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDQ,,
7187,DBDQ-DR,DBDQ,DBDQR,INF846K01DM5,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT,Y,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDQ,,
19025,DBDQ-DR-L1,DBDQ,DBDQR,INF846K01DM5,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS DYNAMIC BOND FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128DBDQ,,
9299,DBRB-GR,DBRB,DBRBB,INF846K01NM4,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS DYNAMIC BOND FUND REGULAR BONUS,N,DP,5000.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,N,N,Y,Y,T1,,10.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128DBRB,,
9300,DBRB-GR-L1,DBRB,DBRBB,INF846K01NM4,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS DYNAMIC BOND FUND REGULAR BONUS,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,N,N,N,N,L1,,10.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128DBRB,,
7189,EFD1-DP,EFD1,EFD1D,INF846K01DN3,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS LARGE CAP FUND - DIRECT PLAN -IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128EFD1,,
18990,EFD1-DP-L1,EFD1,EFD1D,INF846K01DN3,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS LARGE CAP FUND - DIRECT PLAN -IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128EFD1,,
7188,EFD1-DR,EFD1,EFD1R,INF846K01DO1,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS LARGE CAP FUND - DIRECT PLAN -IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128EFD1,,
18989,EFD1-DR-L1,EFD1,EFD1R,INF846K01DO1,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS LARGE CAP FUND - DIRECT PLAN -IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128EFD1,,
7191,GOD1-DP,GOD1,GOD1D,INF846K01DQ6,AXISMUTUALFUND_MF,FOF,DIRECT,AXIS GOLD FUND - DIRECT PLAN - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128GOD1,,
18992,GOD1-DP-L1,GOD1,GOD1D,INF846K01DQ6,AXISMUTUALFUND_MF,FOF,DIRECT,AXIS GOLD FUND - DIRECT PLAN - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128GOD1,,
7192,GOD1-DR,GOD1,GOD1R,INF846K01DR4,AXISMUTUALFUND_MF,FOF,DIRECT,AXIS GOLD FUND - DIRECT PLAN - IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128GOD1,,
18993,GOD1-DR-L1,GOD1,GOD1R,INF846K01DR4,AXISMUTUALFUND_MF,FOF,DIRECT,AXIS GOLD FUND - DIRECT PLAN - IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128GOD1,,
7193,GODG-GR,GODG,GODGG,INF846K01DS2,AXISMUTUALFUND_MF,FOF,DIRECT,AXIS GOLD FUND - DIRECT PLAN - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128GODG,,
18994,GODG-GR-L1,GODG,GODGG,INF846K01DS2,AXISMUTUALFUND_MF,FOF,DIRECT,AXIS GOLD FUND - DIRECT PLAN - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128GODG,,
12564,HDWBDP-DP,WBDP,WBDPD,INF846K01SB6,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS FIXED TERM PLAN SERIES 74 (1105 DAYS) IDCW PAYOUT,N,DP,5000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,KARVY,1,N,N,N,N,N,MF,,10.0,Mar 18 2015,Mar 23 2015,N,0.0,N,0.0,128WBDP,,
12565,HDWBGP-GR,WBGP,WBGPG,INF846K01SA8,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS FIXED TERM PLAN SERIES 74 (1105 DAYS) GROWTH,N,DP,5000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,KARVY,1,Z,N,N,N,N,MF,,10.0,Mar 18 2015,Mar 23 2015,N,0.0,N,0.0,128WBGP,,
12566,HDWBHD-DP,WBHD,WBHDD,INF846K01SC4,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS FIXED TERM PLAN SERIES 74 (1105 DAYS) HALF YEARLY IDCW PAYOUT,N,DP,5000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,KARVY,1,N,N,N,N,N,MF,,10.0,Mar 18 2015,Mar 23 2015,N,0.0,N,0.0,128WBHD,,
7195,IFDH-DP,IFDH,IFDHD,INF846K01DU8,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS STRATEGIC BOND FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128IFDH,,
18996,IFDH-DP-L1,IFDH,IFDHD,INF846K01DU8,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS STRATEGIC BOND FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128IFDH,,
7196,IFDH-DR,IFDH,IFDHR,INF846K01DV6,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS STRATEGIC BOND FUND - DIRECT PLAN - HALF YEARLY IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128IFDH,,
18997,IFDH-DR-L1,IFDH,IFDHR,INF846K01DV6,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS STRATEGIC BOND FUND - DIRECT PLAN - HALF YEARLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128IFDH,,
7197,IFDQ-DP,IFDQ,IFDQD,INF846K01DW4,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS STRATEGIC BOND FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128IFDQ,,
18998,IFDQ-DP-L1,IFDQ,IFDQD,INF846K01DW4,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS STRATEGIC BOND FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128IFDQ,,
7198,IFDQ-DR,IFDQ,IFDQR,INF846K01DX2,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS STRATEGIC BOND FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128IFDQ,,
18999,IFDQ-DR-L1,IFDQ,IFDQR,INF846K01DX2,AXISMUTUALFUND_MF,DEBT,DIRECT,AXIS STRATEGIC BOND FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128IFDQ,,
9301,IFRB-GR,IFRB,IFRBB,INF846K01NO0,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS STRATEGIC BOND FUND - REGULAR - BONUS OPTION,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,N,N,Y,Y,T1,,10.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128IFRB,,
9302,IFRB-GR-L1,IFRB,IFRBB,INF846K01NO0,AXISMUTUALFUND_MF,DEBT,NORMAL,AXIS STRATEGIC BOND FUND - REGULAR - BONUS OPTION,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,N,N,N,N,L1,,10.0,Apr 11 2014,Apr 11 2099,N,0.0,N,0.0,128IFRB,,
7200,ISDA-DP,ISDA,ISDAD,INF846K01DY0,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - ANNUAL IDCW PAYOUT,Y,DP,500.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDA,,
19006,ISDA-DP-L1,ISDA,ISDAD,INF846K01DY0,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - ANNUAL IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDA,,
7199,ISDA-DR,ISDA,ISDAR,INF846K01DZ7,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - ANNUAL IDCW REINVESTMENT,Y,DP,500.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDA,,
19005,ISDA-DR-L1,ISDA,ISDAR,INF846K01DZ7,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - ANNUAL IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDA,,
7201,ISDG-GR,ISDG,ISDGG,INF846K01EA8,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH,Y,DP,500.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Z,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDG,,
19027,ISDG-GR-L1,ISDG,ISDGG,INF846K01EA8,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Z,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDG,,
7203,ISDH-DP,ISDH,ISDHD,INF846K01EB6,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT,Y,DP,500.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDH,,
19029,ISDH-DP-L1,ISDH,ISDHD,INF846K01EB6,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDH,,
7202,ISDH-DR,ISDH,ISDHR,INF846K01EC4,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - HALF YEARLY IDCW REINVESTMENT,Y,DP,500.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDH,,
19028,ISDH-DR-L1,ISDH,ISDHR,INF846K01EC4,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - HALF YEARLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDH,,
7205,ISDQ-DP,ISDQ,ISDQD,INF846K01ED2,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT,Y,DP,500.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDQ,,
19031,ISDQ-DP-L1,ISDQ,ISDQD,INF846K01ED2,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDQ,,
7204,ISDQ-DR,ISDQ,ISDQR,INF846K01EE0,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT,Y,DP,500.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDQ,,
19030,ISDQ-DR-L1,ISDQ,ISDQR,INF846K01EE0,AXISMUTUALFUND_MF,HYBRID (C),DIRECT,AXIS CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,Y,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128ISDQ,,
7206,MCD1-DP,MCD1,MCD1D,INF846K01EF7,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS MID CAP FUND - DIRECT PLAN - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,N,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128MCD1,,
19032,MCD1-DP-L1,MCD1,MCD1D,INF846K01EF7,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS MID CAP FUND - DIRECT PLAN - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,0.001,0.0,1.0,14:30:00,KARVY,1,N,Y,N,N,N,L1,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128MCD1,,
7207,MCD1-DR,MCD1,MCD1R,INF846K01EG5,AXISMUTUALFUND_MF,EQUITY,DIRECT,AXIS MID CAP FUND - DIRECT PLAN - IDCW REINVESTMENT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,0.001,0.0,1.0,15:00:00,KARVY,1,Y,Y,N,Y,Y,T2,,10.0,Dec  2 2016,Dec  2 2099,N,0.0,N,0.0,128MCD1,,
