Unique No,Scheme Code,RTA Scheme Code,AMC Scheme Code,ISIN,AMC Code,Scheme Type,Scheme Plan,Scheme Name,Purchase Allowed,Purchase Transaction mode,Minimum Purchase Amount,Additional Purchase Amount,Maximum Purchase Amount,Purchase Amount Multiplier,Purchase Cutoff Time,Redemption Allowed,Redemption Transaction Mode,Minimum Redemption Qty,Redemption Qty Multiplier,Maximum Redemption Qty,Redemption Amount - Minimum,Redemption Amount â Maximum,Redemption Amount Multiple,Redemption Cut off Time,RTA Agent Code,AMC Active Flag,Dividend Reinvestment Flag,SIP FLAG,STP FLAG,SWP Flag,Switch FLAG,SETTLEMENT TYPE,AMC_IND,Face Value,Start Date,End Date,Exit Load Flag,Exit Load,Lock-in Period Flag,Lock-in Period,Channel Partner Code,ReOpening Date,Unnamed: 43
8495,1218C-DP,1218C,1218C,INF209KA1CL4,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KJ (400 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Feb 25 2014,Mar  4 2014,,0.0,,,B1218C,,
8540,1219A-DP,1219A,1219A,INF209KA1CQ3,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KK (367 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Feb 28 2014,Mar  3 2014,,0.0,,,B1219A,,
8539,1219B-GR,1219B,1219B,INF209KA1CP5,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KK (367 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Feb 28 2014,Mar  3 2014,,0.0,,,B1219B,,
8541,1219CDP,1219C,1219C,INF209KA1CR1,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KK (367 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Feb 28 2014,Mar  3 2014,,0.0,,,B1219C,,
8543,1220A-DP,1220A,1220A,INF209KA1CW1,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KL (30 DAYS)-REGULAR PLAN-DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Feb 28 2014,Mar  4 2014,,0.0,,,B1220A,,
8542,1220B-GR,1220B,1220B,INF209KA1CV3,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KL (30 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Feb 28 2014,Mar  4 2014,,0.0,,,B1220B,,
8545,1221A-DP,1221A,1221A,INF209KA1DA5,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KM (368 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar  4 2014,Mar  6 2014,,0.0,,,B1221A,,
8544,1221B-GR,1221B,1221B,INF209KA1CZ4,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KM (368 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar  4 2014,Mar  6 2014,,0.0,,,B1221B,,
8546,1221C-DP,1221C,1221C,INF209KA1DB3,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KM (368 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar  4 2014,Mar  6 2014,,0.0,,,B1221C,,
8590,1222A-DP,1222A,1222A,INF209KA1DQ1,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KN (366 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar  5 2014,Mar 11 2014,,0.0,,,B1222A,,
8589,1222B-GR,1222B,1222B,INF209KA1DP3,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KN (366 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar  5 2014,Mar 11 2014,,0.0,,,B1222B,,
8591,1222C-DP,1222C,1222C,INF209KA1DR9,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KN (366 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar  5 2014,Mar 11 2014,,0.0,,,B1222C,,
8654,1223A-DP,1223A,1223A,INF209KA1DW9,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KO (399 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar  7 2014,Mar 10 2014,,0.0,,,B1223A,,
8653,1223B-GR,1223B,1223B,INF209KA1DV1,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KO (399 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar  7 2014,Mar 10 2014,,0.0,,,B1223B,,
8655,1223C-DP,1223C,1223C,INF209KA1DX7,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KO (399 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar  7 2014,Mar 10 2014,,0.0,,,B1223C,,
8593,1224A-DP,1224A,1224A,INF209KA1DK4,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KP (405 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar  5 2014,Mar  6 2014,,0.0,,,B1224A,,
8592,1224B-GR,1224B,1224B,INF209KA1DJ6,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KP (405 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar  5 2014,Mar  6 2014,,0.0,,,B1224B,,
8594,1224C-DP,1224C,1224C,INF209KA1DL2,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KP (405 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar  5 2014,Mar  6 2014,,0.0,,,B1224C,,
8866,1225A-DP,1225A,1225A,INF209KA1EC9,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KQ (368 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 11 2014,Mar 13 2014,,0.0,,,B1225A,,
8865,1225B-GR,1225B,1225B,INF209KA1EB1,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KQ (368 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar 11 2014,Mar 13 2014,,0.0,,,B1225B,,
8867,1225C-DP,1225C,1225C,INF209KA1ED7,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KQ (368 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 11 2014,Mar 13 2014,,0.0,,,B1225C,,
8925,1226A-DP,1226A,1226A,INF209KA1EI6,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES KR (385 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 13 2014,Mar 13 2014,,0.0,,,B1226A,,
8924,1226B-GR,1226B,1226B,INF209KA1EH8,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES KR (385 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar 13 2014,Mar 13 2014,,0.0,,,B1226B,,
8926,1226C-DP,1226C,1226C,INF209KA1EJ4,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES KR (385 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 13 2014,Mar 13 2014,,0.0,,,B1226C,,
8869,1227A-DP,1227A,1227A,INF209KA1EU1,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KS (369 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 14 2014,Mar 19 2014,,0.0,,,B1227A,,
8868,1227B-GR,1227B,1227B,INF209KA1ET3,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KS (369 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar 14 2014,Mar 19 2014,,0.0,,,B1227B,,
8870,1227C-DP,1227C,1227C,INF209KA1EV9,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KS (369 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 14 2014,Mar 19 2014,,0.0,,,B1227C,,
8872,1228A-DP,1228A,1228A,INF209KA1EO4,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KT (380 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 14 2014,Mar 18 2014,,0.0,,,B1228A,,
8871,1228B-GR,1228B,1228B,INF209KA1EN6,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KT (380 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar 14 2014,Mar 18 2014,,0.0,,,B1228B,,
8873,1228C-DP,1228C,1228C,INF209KA1EP1,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KT (380 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 14 2014,Mar 18 2014,,0.0,,,B1228C,,
9042,1230A-DP,1230A,1230A,INF209KA1FG7,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KV (367 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Feb 20 2014,Mar 21 2014,,0.0,,,B1230A,,
9041,1230B-GR,1230B,1230B,INF209KA1FF9,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KV (367 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Feb 20 2014,Mar 21 2014,,0.0,,,B1230B,,
9043,1230C-DP,1230C,1230C,INF209KA1FH5,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KV (367 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Feb 20 2014,Mar 21 2014,,0.0,,,B1230C,,
8971,1231A-DP,1231A,1231A,INF209KA1FM5,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KW (374 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 21 2014,Mar 24 2014,,0.0,,,B1231A,,
8970,1231B-GR,1231B,1231B,INF209KA1FL7,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KW (374 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar 21 2014,Mar 24 2014,,0.0,,,B1231B,,
8972,1231C-DP,1231C,1231C,INF209KA1FN3,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KW (374 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 21 2014,Mar 24 2014,,0.0,,,B1231C,,
9122,1232A-DP,1232A,1232A,INF209KA1FS2,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KX (372 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 25 2014,Mar 26 2014,,0.0,,,B1232A,,
9121,1232B-GR,1232B,1232B,INF209KA1FR4,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KX (372 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar 25 2014,Mar 26 2014,,0.0,,,B1232B,,
9123,1232C-DP,1232C,1232C,INF209KA1FT0,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KX (372 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 25 2014,Mar 26 2014,,0.0,,,B1232C,,
9125,1233A-DP,1233A,1233A,INF209KA1FY0,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KY (369 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 26 2014,Mar 26 2014,,0.0,,,B1233A,,
9124,1233B-GR,1233B,1233B,INF209KA1FX2,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KY (369 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar 26 2014,Mar 26 2014,,0.0,,,B1233B,,
9126,1233C-DP,1233C,1233C,INF209KA1FZ7,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KY (369 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 26 2014,Mar 26 2014,,0.0,,,B1233C,,
9128,1234A-DP,1234A,1234A,INF209KA1GE0,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KZ (368 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 27 2014,Apr  3 2014,,0.0,,,B1234A,,
9127,1234B-GR,1234B,1234B,INF209KA1GD2,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KZ (368 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Mar 27 2014,Apr  3 2014,,0.0,,,B1234B,,
9129,1234C-DP,1234C,1234C,INF209KA1GF7,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES KZ (368 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Mar 27 2014,Apr  3 2014,,0.0,,,B1234C,,
9211,1235A-DP,1235A,1235A,INF209KA1GK7,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LA (366 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Apr  4 2014,Apr  7 2014,,0.0,,,B1235A,,
9210,1235B-GR,1235B,1235B,INF209KA1GJ9,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LA (366 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Apr  4 2014,Apr  7 2014,,0.0,,,B1235B,,
9212,1235C-DP,1235C,1235C,INF209KA1GL5,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LA (366 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Apr  4 2014,Apr  7 2014,,0.0,,,B1235C,,
9214,1236A-DP,1236A,1236A,INF209KA1GQ4,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LB (368 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Apr  9 2014,Apr 10 2014,,0.0,,,B1236A,,
9213,1236B-GR,1236B,1236B,INF209KA1GP6,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LB (368 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Apr  9 2014,Apr 10 2014,,0.0,,,B1236B,,
9215,1236C-DP,1236C,1236C,INF209KA1GR2,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LB (368 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Apr  9 2014,Apr 10 2014,,0.0,,,B1236C,,
9266,1237A-DP,1237A,1237A,INF209KA1HC2,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LC (369 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Apr 10 2014,Apr 16 2014,,0.0,,,B1237A,,
9265,1237B-GR,1237B,1237B,INF209KA1HB4,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LC (369 DAYS)-REGULAR PLAN-GROWTH,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,Z,N,N,N,N,MF,,10.0,Apr 10 2014,Apr 16 2014,,0.0,,,B1237B,,
9267,1237C-DP,1237C,1237C,INF209KA1HD0,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LC (369 DAYS)-REGULAR PLAN-QUARTERLY DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Apr 10 2014,Apr 16 2014,,0.0,,,B1237C,,
9217,1238A-DP,1238A,1238A,INF209KA1GW2,BirlaSunLifeMutualFund_MF,DEBT,NORMAL,ADITYA BIRLA SUN LIFE FIXED TERM PLAN SERIES LD (730 DAYS)-REGULAR PLAN-NORMAL DIVIDEND PAYOUT,N,DP,1000.0,5000.0,0.0,10.0,15:00:00,N,DP,0.001,0.001,0.0,1.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,MF,,10.0,Apr  9 2014,Apr 11 2014,,0.0,,,B1238A,,
